,flops,image_size,params,subnet_settings,top1,top5
98,359.764,"[1, 3, 32, 32]",9.57,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [32, 64, 128, 192, 192, 192, 384, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",12.06,99.74
99,409.26,"[1, 3, 32, 32]",8.085,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [64, 80, 80, 80, 176, 384, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",50.18,99.81
100,335.065,"[1, 3, 32, 32]",3.811,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [56, 80, 112, 112, 160, 160, 160, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",11.3,99.69
101,209.696,"[1, 3, 32, 32]",4.621,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [40, 48, 48, 64, 64, 176, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",52.08,99.78
102,510.586,"[1, 3, 32, 32]",5.917,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [56, 80, 80, 144, 144, 208, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",14.08,99.77
103,629.447,"[1, 3, 32, 32]",21.573,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [32, 80, 80, 64, 64, 288, 640, 640, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",28.6,99.84
104,421.517,"[1, 3, 32, 32]",11.42,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 96, 64, 208, 208, 208, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",18.31,99.78
105,372.955,"[1, 3, 32, 32]",12.221,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [64, 56, 128, 304, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3]}",63.15,99.82
106,145.043,"[1, 3, 32, 32]",2.526,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [40, 32, 144, 176, 352], 'kernel_size': [3, 3, 3, 3, 3]}",71.7,99.79
107,174.902,"[1, 3, 32, 32]",3.611,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 40, 64, 64, 128, 128, 128, 288, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",15.88,99.6
108,399.461,"[1, 3, 32, 32]",7.102,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [32, 40, 40, 128, 128, 208, 208, 208, 288, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.66,99.61
109,213.421,"[1, 3, 32, 32]",4.994,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [48, 40, 96, 96, 128, 128, 288, 288, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",12.24,99.57
110,315.879,"[1, 3, 32, 32]",6.284,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [40, 48, 48, 96, 96, 192, 192, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.46,99.6
111,259.479,"[1, 3, 32, 32]",5.438,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [48, 64, 96, 160, 160, 160, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",19.63,99.77
112,466.598,"[1, 3, 32, 32]",10.902,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 72, 72, 160, 160, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",30.45,99.77
113,418.043,"[1, 3, 32, 32]",8.896,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [64, 88, 112, 112, 256, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",27.77,99.84
114,467.4,"[1, 3, 32, 32]",15.068,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [40, 32, 144, 144, 288, 512, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",36.5,99.79
115,209.835,"[1, 3, 32, 32]",4.851,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [64, 48, 64, 208, 208, 512], 'kernel_size': [3, 3, 3, 3, 3, 3]}",33.98,99.8
116,346.77,"[1, 3, 32, 32]",3.87,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [64, 80, 128, 128, 240, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",21.18,99.78
117,189.092,"[1, 3, 32, 32]",6.939,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [48, 32, 96, 192, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",77.91,99.8
118,286.035,"[1, 3, 32, 32]",6.071,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 56, 80, 224, 224, 224, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",16.79,99.83
119,422.121,"[1, 3, 32, 32]",7.933,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 40, 40, 128, 128, 272, 272, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.67,99.68
120,285.002,"[1, 3, 32, 32]",1.649,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [32, 80, 80, 96, 144, 256], 'kernel_size': [7, 3, 3, 3, 3, 3]}",40.55,99.75
121,251.71,"[1, 3, 32, 32]",3.504,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 48, 48, 112, 144, 144, 144, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",11.99,99.67
122,529.764,"[1, 3, 32, 32]",12.63,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [48, 56, 128, 304, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",13.17,99.75
123,295.95,"[1, 3, 32, 32]",10.197,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [32, 72, 80, 240, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3]}",72.5,99.83
124,481.58,"[1, 3, 32, 32]",15.231,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 80, 128, 240, 240, 512, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",11.82,99.72
125,666.261,"[1, 3, 32, 32]",19.971,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [64, 80, 80, 80, 192, 192, 192, 608, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.06,99.72
126,522.835,"[1, 3, 32, 32]",12.633,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 64, 160, 272, 272, 272, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",13.47,99.76
127,207.596,"[1, 3, 32, 32]",3.879,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [40, 48, 80, 80, 304, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",46.85,99.81
128,332.458,"[1, 3, 32, 32]",4.842,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [40, 72, 96, 96, 256, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",11.15,99.76
129,474.468,"[1, 3, 32, 32]",10.318,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [32, 72, 72, 112, 112, 256, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",16.21,99.87
130,515.584,"[1, 3, 32, 32]",11.41,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [40, 48, 144, 144, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.72,99.74
131,558.323,"[1, 3, 32, 32]",14.685,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 88, 88, 64, 64, 128, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",23.39,99.69
132,550.408,"[1, 3, 32, 32]",5.504,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [32, 96, 96, 112, 288, 288, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",15.1,99.8
133,349.468,"[1, 3, 32, 32]",11.244,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 40, 40, 112, 320, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",65.18,99.83
134,417.631,"[1, 3, 32, 32]",8.298,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [32, 80, 144, 224, 224, 224, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",12.49,99.76
135,300.699,"[1, 3, 32, 32]",4.872,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 88, 96, 160, 160, 160, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",12.73,99.74
136,316.083,"[1, 3, 32, 32]",2.932,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [64, 64, 128, 128, 192, 192, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",11.24,99.65
137,406.934,"[1, 3, 32, 32]",8.974,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [32, 48, 48, 128, 128, 192, 192, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.26,99.43
138,378.31,"[1, 3, 32, 32]",5.95,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 80, 80, 112, 224, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",40.14,99.83
139,324.491,"[1, 3, 32, 32]",5.819,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [48, 48, 128, 128, 160, 160, 160, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",11.9,99.71
140,228.741,"[1, 3, 32, 32]",3.926,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [32, 40, 144, 176, 176, 176, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",21.67,99.79
141,407.063,"[1, 3, 32, 32]",6.415,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 48, 96, 96, 272, 272, 272, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",11.59,99.77
142,564.467,"[1, 3, 32, 32]",13.054,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [48, 72, 72, 80, 320, 320, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",12.26,99.8
143,475.0,"[1, 3, 32, 32]",6.306,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [56, 80, 160, 272, 272, 272, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",20.9,99.81
144,254.694,"[1, 3, 32, 32]",3.901,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [32, 80, 80, 80, 176, 176, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",13.27,99.68
145,267.955,"[1, 3, 32, 32]",3.598,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [40, 64, 128, 240, 240, 288], 'kernel_size': [5, 3, 3, 3, 3, 3]}",16.9,99.8
146,327.479,"[1, 3, 32, 32]",3.416,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [56, 56, 56, 128, 128, 208, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",29.74,99.79
147,386.709,"[1, 3, 32, 32]",11.61,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 48, 48, 128, 192, 192, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",11.08,99.74
148,707.172,"[1, 3, 32, 32]",16.411,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [32, 48, 48, 128, 128, 320, 320, 320, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.44,99.57
149,285.339,"[1, 3, 32, 32]",6.951,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 32, 80, 288, 288, 352, 352], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",24.6,99.8
150,315.862,"[1, 3, 32, 32]",4.741,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 64, 64, 112, 144, 144, 144, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.27,99.66
151,252.808,"[1, 3, 32, 32]",4.383,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 40, 160, 224, 224, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",14.68,99.77
152,459.012,"[1, 3, 32, 32]",20.274,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [40, 32, 32, 160, 160, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",45.98,99.76
153,351.179,"[1, 3, 32, 32]",6.25,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 56, 112, 320, 320, 416], 'kernel_size': [5, 3, 3, 3, 3, 3]}",28.2,99.81
154,354.095,"[1, 3, 32, 32]",8.032,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 40, 128, 128, 160, 160, 160, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.75,99.64
155,307.474,"[1, 3, 32, 32]",6.834,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 48, 144, 224, 224, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",13.47,99.76
156,360.831,"[1, 3, 32, 32]",5.967,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [32, 56, 160, 160, 192, 608], 'kernel_size': [3, 3, 3, 3, 3, 3]}",38.95,99.82
157,559.574,"[1, 3, 32, 32]",6.006,"{'depth': [1, 2, 1, 2, 3], 'out_channel': [56, 96, 96, 128, 240, 240, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",10.57,99.66
158,556.404,"[1, 3, 32, 32]",8.272,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 64, 64, 144, 288, 288, 288, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",11.43,99.75
159,634.894,"[1, 3, 32, 32]",13.578,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [40, 88, 88, 96, 96, 192, 192, 192, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.17,99.51
160,457.305,"[1, 3, 32, 32]",10.549,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 32, 32, 64, 320, 320, 320, 320, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",26.8,99.75
161,329.928,"[1, 3, 32, 32]",5.418,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [32, 48, 144, 304, 304, 352], 'kernel_size': [7, 3, 3, 3, 3, 3]}",24.81,99.8
162,603.044,"[1, 3, 32, 32]",14.713,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 72, 72, 112, 112, 224, 224, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.2,99.48
163,222.926,"[1, 3, 32, 32]",5.025,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 40, 112, 208, 208, 512], 'kernel_size': [5, 3, 3, 3, 3, 3]}",25.9,99.81
164,200.862,"[1, 3, 32, 32]",4.556,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 40, 40, 64, 64, 256, 256, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",59.45,99.8
165,504.025,"[1, 3, 32, 32]",7.117,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 80, 80, 128, 128, 304, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",15.02,99.82
166,446.354,"[1, 3, 32, 32]",4.579,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [32, 96, 96, 64, 64, 144, 144, 144, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",12.76,99.71
167,445.699,"[1, 3, 32, 32]",9.487,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 88, 112, 112, 144, 144, 144, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.83,99.62
168,762.058,"[1, 3, 32, 32]",21.071,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [64, 64, 64, 96, 96, 288, 288, 288, 576, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.52,99.68
169,398.759,"[1, 3, 32, 32]",11.292,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [32, 56, 80, 80, 288, 288, 512, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",11.96,99.79
170,226.037,"[1, 3, 32, 32]",4.967,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 56, 64, 176, 176, 176, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",17.61,99.74
171,517.479,"[1, 3, 32, 32]",8.477,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [48, 96, 128, 128, 272, 272, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",12.79,99.8
172,533.28,"[1, 3, 32, 32]",10.38,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [40, 72, 72, 144, 144, 144, 144, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.19,99.6
173,459.273,"[1, 3, 32, 32]",13.751,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [56, 88, 64, 256, 256, 480, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",16.9,99.82
174,355.006,"[1, 3, 32, 32]",11.985,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 48, 48, 64, 64, 160, 160, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.77,99.66
175,340.413,"[1, 3, 32, 32]",6.51,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 72, 160, 224, 224, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",12.64,99.8
176,711.005,"[1, 3, 32, 32]",15.63,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [64, 72, 72, 64, 64, 320, 320, 320, 448, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",11.12,99.72
177,684.717,"[1, 3, 32, 32]",10.137,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [56, 96, 128, 128, 320, 320, 320, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",12.58,99.82
178,267.473,"[1, 3, 32, 32]",7.678,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [48, 48, 48, 112, 128, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",43.74,99.73
179,550.917,"[1, 3, 32, 32]",6.102,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [64, 96, 96, 96, 96, 304, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",44.78,99.82
180,458.608,"[1, 3, 32, 32]",10.153,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 56, 144, 144, 240, 240, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.56,99.69
181,238.473,"[1, 3, 32, 32]",7.464,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 32, 64, 240, 240, 416, 416], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",29.37,99.78
182,348.344,"[1, 3, 32, 32]",6.167,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 64, 64, 112, 112, 144, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",13.83,99.77
183,464.311,"[1, 3, 32, 32]",14.559,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [64, 56, 112, 288, 288, 480, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",13.08,99.79
184,264.534,"[1, 3, 32, 32]",11.152,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 32, 32, 80, 128, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",70.3,99.65
185,526.807,"[1, 3, 32, 32]",12.683,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [56, 32, 32, 144, 304, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",14.71,99.77
186,325.757,"[1, 3, 32, 32]",4.428,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 48, 48, 144, 144, 144, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",14.81,99.75
187,408.678,"[1, 3, 32, 32]",7.002,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [56, 72, 144, 144, 240, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",22.92,99.8
188,694.507,"[1, 3, 32, 32]",21.76,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 64, 144, 144, 288, 288, 608, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",10.47,99.65
189,493.557,"[1, 3, 32, 32]",17.944,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [48, 96, 64, 304, 576, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",77.56,99.83
190,453.505,"[1, 3, 32, 32]",11.856,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [56, 72, 96, 240, 240, 240, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",14.72,99.8
191,219.442,"[1, 3, 32, 32]",3.724,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [56, 88, 64, 144, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3]}",66.5,99.72
192,370.243,"[1, 3, 32, 32]",10.581,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 48, 48, 128, 192, 192, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",11.08,99.74
193,291.171,"[1, 3, 32, 32]",4.364,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [56, 48, 128, 128, 176, 176, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",10.49,99.61
194,739.235,"[1, 3, 32, 32]",9.128,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 88, 88, 112, 112, 304, 304, 304, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",10.78,99.76
195,239.136,"[1, 3, 32, 32]",2.45,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [40, 64, 64, 64, 160, 160, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",13.91,99.7
196,448.296,"[1, 3, 32, 32]",8.916,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 64, 64, 112, 112, 192, 192, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",10.15,99.53
197,501.496,"[1, 3, 32, 32]",12.852,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [40, 80, 80, 64, 208, 208, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",12.22,99.76
